CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,CustomerID
15641582,Chibugo,735,Germany,Male,43,10,123180.01,2,True,True,196673.28,False,15641582
15638424,Glauert,661,Germany,Female,35,5,150725.53,2,False,True,113656.85,False,15638424
15755648,Pisano,675,France,Female,21,8,98373.26,1,True,False,18203.0,False,15755648
15703793,Konovalova,738,Germany,Male,58,2,133745.44,4,True,False,28373.86,True,15703793
15620344,McKee,813,France,Male,29,6,0.0,1,True,False,33953.87,False,15620344
15812518,Palermo,657,Spain,Female,37,0,163607.18,1,False,True,44203.55,False,15812518
15779052,Ballard,604,Germany,Female,25,5,157780.84,2,True,True,58426.81,False,15779052
15770811,Wallace,519,France,Male,36,9,0.0,2,False,True,145562.4,False,15770811
15780961,Cavenagh,735,France,Female,21,1,178718.19,2,True,False,22388.0,False,15780961
15614049,Hu,664,France,Male,55,8,0.0,2,True,True,139161.64,False,15614049
15662085,Read,678,France,Female,32,9,0.0,1,True,True,148210.64,False,15662085
15575185,Bushell,757,Spain,Male,33,5,77253.22,1,False,True,194239.63,False,15575185
15803136,Postle,416,Germany,Female,41,10,122189.66,2,True,False,98301.61,False,15803136
15706021,Buley,665,France,Female,34,1,96645.54,2,False,False,171413.66,False,15706021
15663706,Leonard,777,France,Female,32,2,0.0,1,True,False,136458.19,True,15663706
15641732,Mills,543,France,Female,36,3,0.0,2,False,False,26019.59,False,15641732
15701164,Onyeorulu,506,France,Female,34,4,90307.62,1,True,True,159235.29,False,15701164
15738751,Beit,493,France,Female,46,4,0.0,2,True,False,1907.66,False,15738751
15805254,Ndukaku,652,Spain,Female,75,10,0.0,2,True,True,114675.75,False,15805254
15762418,Gant,750,Spain,Male,22,3,121681.82,1,True,False,128643.35,True,15762418
15625759,Rowley,729,France,Male,30,9,0.0,2,True,False,151869.35,False,15625759
15622897,Sharpe,646,France,Female,46,4,0.0,3,True,False,93251.42,True,15622897
15767954,Osborne,635,Germany,Female,28,3,81623.67,2,True,True,156791.36,False,15767954
15757535,Heap,647,Spain,Female,44,5,0.0,3,True,True,174205.22,True,15757535
15731511,Ritchie,808,France,Male,45,7,118626.55,2,True,False,147132.46,False,15731511
15809248,Cole,524,France,Female,36,10,0.0,2,True,False,109614.57,False,15809248
15640635,Capon,769,France,Male,29,8,0.0,2,True,True,172290.61,False,15640635
15676966,Capon,730,Spain,Male,42,4,0.0,2,False,True,85982.47,False,15676966
15699461,Fiorentini,515,Spain,Male,35,10,176273.95,1,False,True,121277.78,False,15699461
15738721,Graham,773,Spain,Male,41,9,102827.44,1,False,True,64595.25,False,15738721
15693683,Yuille,814,Germany,Male,29,8,97086.4,2,True,True,197276.13,False,15693683
15604348,Allard,710,Spain,Male,22,8,0.0,2,False,False,99645.04,False,15604348
15633059,Fanucci,413,France,Male,34,9,0.0,2,False,False,6534.18,False,15633059
15808582,Fu,665,France,Female,40,6,0.0,1,True,True,161848.03,False,15808582
15743192,Hung,623,France,Female,44,6,0.0,2,False,False,167162.43,False,15743192
15580146,Hung,738,France,Male,31,9,82674.15,1,True,False,41970.72,False,15580146
15776605,Bradley,528,Spain,Male,36,7,0.0,2,True,False,60536.56,False,15776605
15804919,Dunbabin,670,Spain,Female,65,1,0.0,1,True,True,177655.68,True,15804919
15613854,Mauldon,622,Spain,Female,46,4,107073.27,2,True,True,30984.59,True,15613854
15599195,Stiger,582,Germany,Male,32,1,88938.62,1,True,True,10054.53,False,15599195
15812878,Parsons,785,Germany,Female,36,2,99806.85,1,False,True,36976.52,False,15812878
15602312,Walkom,605,Spain,Male,33,5,150092.8,1,False,False,71862.79,False,15602312
15744689,T'ang,479,Germany,Male,35,9,92833.89,1,True,False,99449.86,True,15744689
15803526,Eremenko,685,Germany,Male,30,3,90536.81,1,False,True,63082.88,False,15803526
15665790,Rowntree,538,Germany,Male,39,7,108055.1,2,True,False,27231.26,False,15665790
15715951,Thorpe,562,France,Male,42,2,100238.35,1,False,False,86797.41,False,15715951
15591100,Chiemela,675,Spain,Male,36,9,106190.55,1,False,True,22994.32,False,15591100
15609618,Fanucci,721,Germany,Male,28,9,154475.54,2,False,True,101300.94,True,15609618
15675522,Ko,628,Germany,Female,30,9,132351.29,2,True,True,74169.13,False,15675522
15705512,Welch,668,Germany,Female,37,6,167864.4,1,True,False,115638.29,False,15705512
15698028,Duncan,506,France,Female,41,1,0.0,2,True,False,31766.3,False,15698028
15661670,Chidozie,524,Germany,Female,31,8,107818.63,1,True,False,199725.39,True,15661670
15600781,Wu,699,Germany,Male,34,4,185173.81,2,True,False,120834.48,False,15600781
15682472,Culbreth,828,France,Male,34,8,129433.34,2,False,False,38131.77,False,15682472
15580203,Kennedy,674,Spain,Male,39,6,120193.42,1,False,False,100130.95,False,15580203
15690673,Cameron,656,France,Female,39,6,0.0,2,True,False,141069.88,False,15690673
15760085,Calabresi,684,Germany,Female,48,10,126384.42,1,True,True,198129.36,False,15760085
15779659,Zetticci,625,France,Female,28,3,0.0,1,False,False,183646.41,False,15779659
15627360,Fuller,432,France,Male,42,9,152603.45,1,True,False,110265.24,True,15627360
15671137,MacDonald,549,France,Female,52,1,0.0,1,False,True,8636.05,True,15671137
15782688,Piccio,625,Germany,Male,56,0,148507.24,1,True,False,46824.08,True,15782688
15575492,Kennedy,828,France,Female,41,7,0.0,2,True,False,171378.77,False,15575492
15591607,Fernie,770,France,Male,24,9,101827.07,1,True,False,167256.35,False,15591607
15740404,He,758,France,Female,34,3,0.0,2,True,True,124226.16,False,15740404
15718369,Kaodilinakachukwu,795,Germany,Female,33,9,130862.43,1,True,True,114935.21,False,15718369
15677871,Cocci,687,France,Male,38,9,122570.87,1,True,True,35608.88,False,15677871
15642004,Alekseeva,686,France,Male,25,1,0.0,2,False,True,16459.37,False,15642004
15712543,Chinweike,789,Germany,Male,39,7,124828.46,2,True,True,124411.08,False,15712543
15584518,Arthur,589,Germany,Female,50,5,144895.05,2,True,True,34941.23,False,15584518
15802381,Li,461,Germany,Female,34,5,63663.93,1,False,True,167784.28,False,15802381
15610156,Ma,637,France,Male,40,2,133463.1,1,False,True,93165.34,False,15610156
15594408,Chia,584,Spain,Female,48,2,213146.2,1,True,False,75161.25,True,15594408
15640905,Vasin,579,Spain,Female,35,1,129490.36,2,False,True,8590.83,True,15640905
15698932,Groves,756,Germany,Male,44,10,137452.09,1,True,False,189543.9,False,15698932
15724944,Tien,663,France,Male,34,7,0.0,2,True,True,180427.24,False,15724944
15628145,Forwood,682,France,Female,43,5,125851.93,1,True,True,193318.33,False,15628145
15713483,Greeves,793,Spain,Male,52,2,0.0,1,True,False,159123.82,True,15713483
15612350,Taylor,691,France,Female,31,5,40915.55,1,True,False,126213.84,True,15612350
15800703,Madukwe,485,Spain,Female,21,5,113157.22,1,True,True,54141.5,False,15800703
15705707,Bennelong,635,Spain,Female,29,8,138296.94,2,True,False,141075.51,False,15705707
15754105,Olisanugo,650,France,Male,37,5,106967.18,1,False,False,24495.03,False,15754105
15703264,Chukwufumnanya,735,France,Male,44,9,120681.63,1,True,False,74836.34,False,15703264
15794413,Harris,416,France,Male,32,0,0.0,2,False,True,878.87,False,15794413
15650237,Morgan,754,Spain,Female,32,7,0.0,2,True,False,89520.75,False,15650237
15759618,Alexeeva,535,France,Female,48,9,0.0,1,True,False,149892.79,True,15759618
15811589,Metcalfe,716,Spain,Male,42,8,0.0,2,True,False,180800.42,False,15811589
15689044,Humphries,539,France,Male,37,2,127609.59,1,True,False,98646.22,False,15689044
15709368,Milne,614,France,Female,43,6,0.0,2,True,True,109041.53,False,15709368
15679145,Chou,706,Spain,Male,57,7,0.0,1,True,False,17941.16,True,15679145
15655007,Li,758,France,Female,33,7,0.0,2,False,False,82996.47,False,15655007
15623595,Clayton,586,Spain,Female,28,2,0.0,2,True,True,92067.35,False,15623595
15589975,Maclean,646,France,Female,73,6,97259.25,1,False,True,104719.66,False,15589975
15804017,Chigolum,631,Germany,Female,33,4,123246.7,1,False,False,112687.57,False,15804017
15692132,Wilkinson,717,Spain,Female,22,6,101060.25,1,False,True,84699.56,False,15692132
15641122,Wei,684,France,Male,30,2,0.0,2,True,False,83473.82,False,15641122
15630910,Treacy,800,France,Female,49,7,108007.36,1,False,False,47125.11,False,15630910
15680772,Hu,721,Spain,Female,36,2,0.0,2,True,True,106977.8,False,15680772
15658929,Taverner,683,Spain,Male,29,0,133702.89,1,True,False,55582.54,True,15658929
15585388,Sherman,660,Germany,Male,31,9,125189.75,2,True,True,139874.43,False,15585388
15724623,Taubman,704,Germany,Female,24,7,113034.22,1,True,False,162503.48,True,15724623
15588537,Robinson,615,Spain,Female,41,9,109013.23,1,True,False,196499.96,False,15588537
15574692,Pinto,667,Spain,Female,39,2,0.0,2,True,False,40721.24,True,15574692
15611325,Wood,682,Germany,Male,24,9,57929.81,2,False,False,53134.3,False,15611325
15587562,Hawkins,484,France,Female,29,4,130114.39,1,True,False,164017.89,False,15587562
15613172,Sun,628,Germany,Male,27,5,95826.49,2,True,False,155996.96,False,15613172
15651022,Yost,480,Germany,Male,44,10,129608.57,1,True,False,5472.7,True,15651022
15586310,Ting,578,France,Male,30,4,169462.09,1,True,False,112187.11,False,15586310
15625524,Rowe,512,France,Male,40,5,0.0,2,True,True,146457.83,False,15625524
15755209,Fu,484,Spain,Female,35,7,133868.21,1,True,True,27286.1,False,15755209
15645248,Ho,510,France,Female,30,0,0.0,2,True,True,130553.47,False,15645248
15790355,Okechukwu,606,Germany,Male,36,5,190479.48,2,False,False,179351.89,False,15790355
15762615,Campbell,597,Spain,Female,40,8,101993.12,1,False,True,94774.12,False,15762615
15625426,Ashbolt,754,Germany,Female,55,3,161608.81,1,True,False,8080.85,True,15625426
15716334,Rozier,850,Spain,Female,45,2,122311.21,1,True,True,19482.5,False,15716334
15789669,Hsia,510,France,Male,65,2,0.0,2,True,True,48071.61,False,15789669
15621075,Ogbonnaya,778,Germany,Female,45,1,162150.42,2,True,False,174531.27,False,15621075
15810845,T'ang,636,France,Male,42,2,0.0,2,True,True,55470.78,False,15810845
15719377,Cocci,804,France,Female,50,4,0.0,1,True,True,8546.87,True,15719377
15654506,Chang,514,France,Male,32,8,0.0,2,True,False,95857.18,False,15654506
15771977,T'ao,730,France,Female,39,1,99010.67,1,True,False,194945.8,False,15771977
15708710,Ford,525,Spain,Female,37,0,0.0,1,False,True,131521.72,False,15708710
15726676,Marshall,616,Spain,Male,30,5,0.0,2,False,True,196108.51,False,15726676
15587421,Tsai,687,Germany,Female,34,7,111388.18,2,True,False,148564.76,False,15587421
15726931,Onwumelu,715,France,Female,41,8,56214.85,2,False,False,92982.61,True,15726931
15771086,Graham,512,France,Female,36,3,84327.77,2,True,False,17675.36,False,15771086
15756850,Golovanov,479,France,Male,40,1,0.0,2,False,False,114996.43,False,15756850
15702741,Potts,601,France,Male,32,8,93012.89,1,True,False,86957.42,False,15702741
15679200,Crawford,580,Spain,Male,29,9,61710.44,2,True,False,128077.8,False,15679200
15594815,Aleshire,807,France,Male,35,3,174790.15,1,True,True,600.36,False,15594815
15635905,Moran,616,Spain,Female,32,6,0.0,2,True,True,43001.46,False,15635905
15777892,Samsonova,721,Germany,Male,37,3,107720.64,1,True,True,158591.12,False,15777892
15656176,Jenkins,501,France,Male,57,10,0.0,2,True,True,47847.19,False,15656176
15811127,Volkov,521,France,Male,35,6,96423.84,1,True,False,10488.44,False,15811127
15604482,Chiemezie,850,Spain,Male,30,2,141040.01,1,True,True,5978.2,False,15604482
15622911,Jude,759,France,Male,42,4,105420.18,1,False,True,121409.06,False,15622911
15600974,He,516,Spain,Male,50,5,0.0,1,False,True,146145.93,True,15600974
15727868,Onuora,711,France,Female,38,2,129022.06,2,True,True,14374.86,True,15727868
15627801,Ginikanwa,512,Spain,Male,33,3,176666.62,1,True,False,94670.77,False,15627801
15773039,Ku,550,France,Male,37,3,0.0,1,True,True,179670.31,False,15773039
15755262,McDonald,608,Spain,Female,41,3,89763.84,1,False,False,199304.74,True,15755262
15679531,Collins,618,France,Male,34,5,134954.53,1,True,True,151954.39,False,15679531
15684181,Hackett,643,France,Male,45,5,0.0,1,True,False,142513.5,True,15684181
15612087,Dike,671,France,Male,45,2,106376.85,1,False,True,158264.62,False,15612087
15752047,Trevisano,689,Germany,Male,33,2,161814.64,2,True,False,169381.9,False,15752047
15624592,Tan,603,France,Male,31,8,0.0,2,True,True,169915.02,False,15624592
15573152,Glassman,620,France,Female,41,9,0.0,2,False,False,88852.47,False,15573152
15594917,Miller,676,France,Female,34,1,63095.01,1,True,True,40645.81,False,15594917
15785542,Kornilova,572,Germany,Male,26,4,118287.01,2,False,False,60427.3,False,15785542
15723488,Watson,668,Germany,Male,47,7,106854.21,1,False,True,157959.02,True,15723488
15680920,Marchesi,695,France,Male,46,7,49512.55,1,True,False,133007.34,False,15680920
15786308,Millar,730,Spain,Female,33,9,0.0,2,False,False,176576.62,False,15786308
15659366,Shih,807,France,Male,43,1,105799.32,2,True,False,34888.04,True,15659366
15774854,Fuller,592,France,Male,54,8,0.0,1,True,True,28737.71,True,15774854
15725311,Hay,726,France,Female,31,9,114722.05,2,True,True,98178.57,False,15725311
15787155,Yang,514,Spain,Male,30,7,0.0,1,False,True,125010.24,False,15787155
15727829,McIntyre,567,France,Male,42,2,0.0,2,True,True,167984.61,False,15727829
15733247,Stevenson,850,France,Male,33,10,0.0,1,True,False,4861.72,True,15733247
15568748,Poole,671,Germany,Male,45,6,99564.22,1,True,True,108872.45,True,15568748
15699029,Bagley,670,France,Male,37,4,170557.91,2,True,False,198252.88,False,15699029
15774393,Ch'ien,694,France,Female,30,9,0.0,2,True,True,26960.31,False,15774393
15676895,Cattaneo,547,Germany,Female,39,6,74596.15,3,True,True,85746.52,True,15676895
15637753,O'Sullivan,751,Germany,Male,50,2,96888.39,1,True,False,77206.25,True,15637753
15605461,Lucas,594,Germany,Female,29,3,130830.22,1,True,False,61048.53,False,15605461
15808473,Ringrose,673,France,Male,72,1,0.0,2,False,True,111981.19,False,15808473
15627000,Freeman,610,France,Male,40,0,0.0,2,True,False,62232.6,False,15627000
15787174,Sergeyev,512,France,Female,37,1,0.0,2,False,True,156105.03,False,15787174
15723886,Fiore,767,Germany,Male,20,3,119714.25,2,False,True,150135.38,False,15723886
15704769,Smith,585,France,Female,67,5,113978.97,2,False,True,93146.11,False,15704769
15772896,Dumetochukwu,763,Germany,Male,42,6,100160.75,1,True,False,33462.94,True,15772896
15711540,Pacheco,712,France,Female,29,2,0.0,1,True,True,144375.0,False,15711540
15764866,Synnot,539,Germany,Female,43,3,116220.5,3,True,False,55803.96,True,15764866
15794056,Johnston,668,France,Female,46,2,0.0,3,True,False,89048.46,True,15794056
15795149,Stevens,703,France,Male,28,2,81173.83,2,False,True,162812.16,False,15795149
15812009,Grant,662,Spain,Male,38,4,0.0,2,True,False,136259.65,False,15812009
15651001,Tsao,725,Germany,Female,39,5,116803.8,1,True,False,124052.97,False,15651001
15813844,Barnes,703,France,Male,37,8,105961.68,2,False,True,74158.8,False,15813844
15596175,McIntosh,659,Germany,Male,67,6,117411.6,1,True,True,45071.09,True,15596175
15576269,Madison,523,Spain,Male,34,7,0.0,2,True,False,62030.06,False,15576269
15797219,Ifesinachi,635,France,Female,40,10,123497.58,1,True,False,131953.23,True,15797219
15685500,Glazkov,772,Germany,Male,26,7,152400.51,2,True,False,79414.0,False,15685500
15599792,Dimauro,545,France,Female,26,1,0.0,2,True,True,199638.56,False,15599792
15657566,Wieck,634,Germany,Male,24,8,103097.85,1,True,True,157577.29,False,15657566
15772423,Liao,739,Germany,Male,54,8,126418.14,1,True,False,134420.75,True,15772423
15628112,Hughes,771,Germany,Female,36,5,77846.9,1,False,False,99805.99,False,15628112
15753754,Morrison,587,Spain,Female,34,1,0.0,2,True,True,97932.68,False,15753754
15793726,Matveyeva,681,France,Female,79,0,0.0,2,False,True,170968.99,False,15793726
15694717,Ku,544,Germany,Male,37,2,79731.91,1,True,True,57558.95,False,15694717
15665834,Cheatham,696,Spain,Male,28,8,0.0,1,False,False,176713.47,False,15665834
15765297,Yao,766,Spain,Male,41,0,0.0,2,False,True,34283.23,False,15765297
15636684,Kirkland,727,France,Male,34,10,0.0,2,True,True,198637.34,False,15636684
15592979,Rose,671,Germany,Female,34,6,37266.67,2,False,False,156917.12,False,15592979
15750803,Jess,693,France,Female,30,6,127992.25,1,True,True,50457.2,False,15750803
15607178,Welch,850,Germany,Male,38,3,54901.01,1,True,True,140075.55,False,15607178
15713853,Ifeajuna,732,Germany,Male,42,9,108748.08,2,True,True,65323.11,False,15713853
15673481,Morton,726,Spain,Female,48,6,99906.19,1,True,False,64323.24,False,15673481
15686776,Rossi,557,France,Female,32,6,184686.41,2,True,False,14956.44,False,15686776
15673693,Reppert,682,France,Female,26,0,110654.02,1,False,True,111879.21,False,15673693
15700696,Kang,738,Spain,Male,31,9,79019.8,1,True,True,18606.23,False,15700696
15813163,Ch'iu,531,Spain,Female,36,9,99240.51,1,True,False,123137.01,False,15813163
15653857,Wallis,498,France,Male,34,2,0.0,2,True,True,148528.24,False,15653857
15777076,Clark,651,France,Male,36,7,0.0,2,True,False,13898.31,False,15777076
15717398,Fielding,549,Spain,Female,39,7,0.0,1,False,False,81259.25,True,15717398
15799217,Zetticci,791,Germany,Female,35,7,52436.2,1,True,False,161051.75,False,15799217
15787071,Dulhunty,650,Spain,Male,41,9,0.0,2,False,True,191599.67,False,15787071
15619955,Bevington,733,Germany,Male,34,3,100337.96,3,True,False,48559.19,True,15619955
15796505,Boyle,811,Germany,Female,34,1,149297.19,2,True,True,186339.74,False,15796505
15725166,Newton,707,France,Male,30,8,0.0,2,True,False,33159.37,False,15725166
15800116,Bowman,712,Germany,Male,28,4,145605.44,1,False,True,93883.53,False,15800116
15758685,Dubinina,706,Spain,Female,37,7,0.0,2,True,True,110899.3,False,15758685
15694456,Toscani,756,France,Male,62,3,0.0,1,True,True,11199.04,True,15694456
15767339,Chiazagomekpere,777,France,Female,53,10,0.0,2,True,False,189992.97,False,15767339
15683562,Allen,646,France,Male,35,6,84026.86,1,False,True,164255.69,False,15683562
15782210,K'ung,714,France,Male,46,1,0.0,1,True,False,152167.79,True,15782210
15668893,Wilsmore,782,France,Male,39,8,0.0,2,True,True,33949.67,False,15668893
15669169,Hargreaves,775,Spain,Male,29,10,0.0,2,True,True,68143.93,False,15669169
15643024,Huang,479,Germany,Male,35,4,138718.92,1,True,True,47251.79,True,15643024
15699389,Ch'ien,807,France,Male,42,7,118274.71,1,True,True,25885.72,False,15699389
15708608,Wallwork,799,France,Female,22,8,174185.98,2,False,True,192633.85,False,15708608
15626144,Chu,675,France,Male,40,7,113208.86,2,True,False,34577.36,False,15626144
15573112,Kang,602,Spain,Male,29,5,103907.28,1,True,False,161229.84,False,15573112
15790678,Davidson,475,France,Female,32,8,119023.28,1,True,False,100816.29,False,15790678
15727556,O'Donnell,744,Spain,Female,26,5,166297.89,1,True,True,181694.44,False,15727556
15697307,Nnachetam,588,Spain,Male,34,10,0.0,2,True,False,79078.91,False,15697307
15652266,Chidiebele,703,Germany,Male,42,9,63227.0,1,False,True,137316.32,False,15652266
15607098,Ahmed,747,Spain,Female,41,5,94521.17,2,True,False,194926.86,False,15607098
15655774,Booth,583,France,Male,27,7,0.0,2,True,False,51285.49,False,15655774
15590241,Chuang,750,Spain,Female,34,9,112822.26,1,False,False,150401.53,True,15590241
15785819,Shao,681,France,Male,38,3,0.0,2,True,True,112491.96,False,15785819
15723654,Tsao,773,France,Male,25,2,135903.33,1,True,False,73656.38,False,15723654
15774510,Tien,714,France,Female,31,4,125169.26,1,True,True,106636.89,False,15774510
15684173,Chang,687,Spain,Female,44,7,0.0,3,True,False,155853.52,True,15684173
15650068,Johnson,511,France,Male,58,0,149117.31,1,True,True,162599.51,False,15650068
15811490,French,627,France,Male,33,5,0.0,2,True,True,103737.82,False,15811490
15803976,Efremov,694,France,Female,31,10,0.0,2,True,False,160990.27,False,15803976
15682541,Hartley,616,Spain,Female,36,6,132311.71,1,False,False,15462.84,False,15682541
15695699,Calabrese,687,France,Male,35,8,0.0,2,True,False,10334.05,False,15695699
15624188,Chiu,712,France,Female,33,6,0.0,2,True,True,190686.16,False,15624188
15812191,Brennan,553,France,Male,33,4,118082.89,1,False,False,94440.45,False,15812191
15636673,Onwuatuegwu,667,France,Male,31,1,119266.69,1,True,True,28257.63,False,15636673
15594898,Hewitt,731,France,Male,43,2,0.0,1,True,True,170034.95,True,15594898
15660211,Shih,629,Germany,Male,35,7,156847.29,2,True,False,31824.29,False,15660211
15773972,Balashov,614,France,Male,50,4,137104.47,1,True,False,127166.49,True,15773972
15746726,Doyle,438,Germany,Male,31,8,78398.69,1,True,False,44937.01,False,15746726
15712287,Pokrovskii,652,France,Female,80,4,0.0,2,True,True,188603.07,False,15712287
15702919,Collins,729,Germany,Male,30,6,63669.42,1,True,False,145111.37,False,15702919
15674398,Russo,642,France,Male,38,3,0.0,2,False,False,171463.83,False,15674398
15797960,Skinner,806,Germany,Female,59,0,135296.33,1,True,False,182822.5,False,15797960
15631868,Robertson,744,Spain,Male,36,2,153804.44,1,True,True,87213.33,False,15631868
15581539,Atkinson,474,Spain,Male,37,3,0.0,2,False,False,57175.32,False,15581539
15662736,Doyle,559,France,Male,49,2,147069.78,1,True,False,120540.83,True,15662736
15666252,Ritchie,706,Spain,Male,42,9,0.0,2,True,True,28714.34,False,15666252
15677512,McEncroe,628,Spain,Female,22,3,0.0,1,True,False,85426.28,False,15677512
15626114,Pearson,429,France,Male,24,4,95741.75,1,True,False,46170.75,False,15626114
15810834,Gordon,525,Spain,Female,57,2,145965.33,1,True,True,64448.36,False,15810834
15678910,Ts'ai,680,France,Female,30,8,141441.75,1,True,True,16278.97,False,15678910
